irn,DarGlobalUniqueIdentifier,AdmDateInserted,AdmDateModified,DarImageURL,DarIndividualCount,DarBasisOfRecord,DarLatitude,DarLongitude,DarCountry,DarContinent,DarContinentOcean,DarWaterBody,DarCollectionCode,DarEarliestAge,DarEarliestEon,DarEarliestEpoch,DarEarliestEra,DarEarliestPeriod,AttPeriod_tab,DesEthnicGroupSubgroup_tab,DesMaterials_tab,DarOrder,DarScientificName,ClaRank,ComName_tab,DarRelatedInformation,CatProject_tab,DarYearCollected,DarMonthCollected,EcbNameOfObject,CatLegalStatus,DarCatalogNumber,DarCollector,RecordType,TaxIDRank
2649874,6425c787-d28e-4b4f-a1ed-3d59dc9a4f6c,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151106,S. M. Goodman,Catalog,Species
2649875,65d62e34-e9b5-43a9-b41a-2e5b0ede3f92,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151107,S. M. Goodman,Catalog,Species
2649876,2bab56c6-d0c5-4ecf-a393-284818d9d210,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151108,S. M. Goodman,Catalog,Species
2649877,cba43fde-6b17-4238-92a1-987d771aceaa,2008-12-09,2016-12-16,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151109,S. M. Goodman,Catalog,Species
2649878,5a52b648-e88d-44c9-8526-7ecc0532beae,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151110,S. M. Goodman,Catalog,Species
2649879,30f615b6-ec8e-453b-844a-a5aa768facce,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151111,S. M. Goodman,Catalog,Species
2649880,a0988db9-84c4-4880-b49a-ac69b2a65338,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151112,S. M. Goodman,Catalog,Species
2649881,9a19bf10-d9d3-4c54-ae31-56ca5c06f153,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151113,S. M. Goodman,Catalog,Species
2649882,5161f71d-2bab-4d56-82ab-ef36fa26c55b,2008-12-09,2016-12-16,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151114,S. M. Goodman,Catalog,Species
2649883,4eadac61-0d28-4558-82fb-86b37ff10007,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151115,S. M. Goodman,Catalog,Species
2649884,56ccf929-adc2-465f-a288-dc704031ed6d,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151116,S. M. Goodman,Catalog,Species
2649885,7dc63851-ee3e-47e1-a8ed-e66b1865620d,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151117,S. M. Goodman,Catalog,Species
2649886,cd9be502-ab2a-4ab6-b47b-3322199ac5d7,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151118,S. M. Goodman,Catalog,Species
2649887,29b7b6d3-61d0-4528-8dea-2b9396e21144,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151119,S. M. Goodman,Catalog,Species
2649888,4b998c83-a1cb-4d3d-b61f-a7ab564d4dab,2008-12-09,2016-12-16,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151120,W. T. Stanley,Catalog,Species
2649889,a3908491-d62d-4fa5-8320-cdfa9adcb547,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151121,W. T. Stanley,Catalog,Species
2649890,d1169aab-537b-436d-85d7-b7aaa39ce60e,2008-12-09,2016-12-16,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151122,W. T. Stanley,Catalog,Species
2649891,093629aa-ae76-4ec2-92c1-3dfe1f88aa74,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151123,W. T. Stanley,Catalog,Species
2649892,48ac3be6-8649-4c17-9f4e-c4574be8fab9,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151124,W. T. Stanley,Catalog,Species
2649893,c79c53b3-5b19-4513-af4b-b6f19749eb13,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151125,W. T. Stanley,Catalog,Species
2649894,ca7e61ca-39f6-43e0-b7ce-7c8f41994c6e,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151126,W. T. Stanley,Catalog,Species
2649895,bbf65e94-32f0-479f-a87b-c39f2dcbe695,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151127,W. T. Stanley,Catalog,Species
2649896,e88aec40-1b97-4ec8-9176-58ca52605312,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151128,W. T. Stanley,Catalog,Species
2649897,35f77dd8-b6d9-43a9-b3af-43dbb817cfb0,2008-12-09,2016-12-16,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151129,W. T. Stanley,Catalog,Species
2649898,b9d10296-f818-487e-a54f-3a082ff2573e,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151130,W. T. Stanley,Catalog,Species
2649899,f8ac41a7-fbf2-446e-b126-38a65c87811e,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151131,W. T. Stanley,Catalog,Species
2649900,0fedd69e-2eb6-409f-8272-e8a2d192d907,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151132,W. T. Stanley,Catalog,Species
2649901,8d5ffa2a-ffdf-4f27-bf45-f23fbcf98f55,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151133,W. T. Stanley,Catalog,Species
2649902,bbe76d2c-12bd-45ac-ab98-0f494e997c5f,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura tansaniana,Species,,,,1993,8,NA,NA,151134,W. T. Stanley,Catalog,Species
2649903,ac5ba571-292a-4884-86b9-c0b432626135,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura usambarae,Species,,,,1993,8,NA,NA,151135,W. T. Stanley,Catalog,Species
2649904,9d70563b-5c9c-46d0-95bf-4dfddab379f8,2008-12-09,2016-03-17,,,Specimen,-4.32,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura usambarae,Species,,,,1993,7,NA,NA,151136,S. M. Goodman,Catalog,Species
2649905,c52b5c11-c7f8-419d-9cef-ad1b51bd8cb7,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura usambarae,Species,,,,1993,7,NA,NA,151137,W. T. Stanley,Catalog,Species
2649906,1b426b2c-f789-4027-bcbf-906b413293d0,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Crocidura usambarae,Species,,,,1993,7,NA,NA,151138,W. T. Stanley,Catalog,Species
2649907,acc899f0-39a1-4329-ac2b-f1853b91bd98,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151139,W. T. Stanley,Catalog,Species
2649908,35a1e5e6-1492-41ce-a6a3-634495cd9767,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151140,W. T. Stanley,Catalog,Species
2649909,0952967a-7c60-4fa2-b84c-b0d920502198,2008-12-09,2016-12-16,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151141,W. T. Stanley,Catalog,Species
2649910,aaa98ae6-c72d-480f-a46b-354f69bd628d,2008-12-09,2016-12-16,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151142,W. T. Stanley,Catalog,Species
2649911,12dc2ba5-c428-45ea-a663-2f49ea25afb4,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151143,W. T. Stanley,Catalog,Species
2649912,d7f4814d-9b34-4dd5-9c44-78cb9a5dc7f9,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151144,W. T. Stanley,Catalog,Species
2649913,d6e01232-9f83-475e-8c17-645330a71c82,2008-12-09,2016-12-16,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151145,W. T. Stanley,Catalog,Species
2649914,a34e1029-a65e-43f6-aa18-3b657c209764,2008-12-09,2016-12-16,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151146,W. T. Stanley,Catalog,Species
2649915,af7d77c0-5a1c-4cef-903e-731cd0658c6e,2008-12-09,2016-03-17,http://fm-digital-assets.fieldmuseum.org/721/025/151147_LastTooth_RB01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/723/247/151147_Dorsal_RB01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/723/248/151147_Ventral_RB01_MZ.jpg,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151147,W. T. Stanley,Catalog,Species
2649916,056463fd-7b9c-4e01-8bd8-1977c03a868f,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151148,W. T. Stanley,Catalog,Species
2649917,cceb3d52-49e9-4929-a2e9-2096e6fdc8be,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151149,W. T. Stanley,Catalog,Species
2649918,4c40c131-d929-4562-84d7-ce5b79f493c1,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151150,W. T. Stanley,Catalog,Species
2649919,13f25d02-147c-4cd5-911a-d567de390da8,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151151,W. T. Stanley,Catalog,Species
2649920,82596eb8-4648-4480-b1b2-2cb13e4cc05a,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151152,W. T. Stanley,Catalog,Species
2649921,7619c1d4-ee6c-4339-a951-2886ac47acf2,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151153,W. T. Stanley,Catalog,Species
2649922,1e2894b4-b208-4316-b313-d405c1bc228c,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151154,W. T. Stanley,Catalog,Species
2649923,6dd5abb4-c5a3-4fde-ac03-63f13f670860,2008-12-09,2016-12-16,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Sylvisorex howelli,Species,,,,1993,8,NA,NA,151155,W. T. Stanley,Catalog,Species
2649924,e37c99a9-2f2e-496f-9947-2228205acbe9,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Suncus megalura,Species,,,,1993,8,NA,NA,151156,W. T. Stanley,Catalog,Species
2649925,3c65eddc-52f3-49f0-b3cf-ef7dbd8dd733,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Soricomorpha,Suncus megalura,Species,,,,1993,8,NA,NA,151157,W. T. Stanley,Catalog,Species
2649926,fefee932-8191-4eef-88e7-49c7d1caba33,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Rousettus aegyptiacus,Species,,,,1993,8,NA,NA,151158,W. T. Stanley,Catalog,Species
2649927,0dd857c3-5333-4c83-9805-6642a4f50373,2008-12-09,2016-03-17,,,Specimen,-5.07,38.42,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,8,NA,NA,151159,W. T. Stanley,Catalog,Species
2649928,75400495-66e2-4f44-9feb-a75a10b89422,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151160,S. M. Goodman,Catalog,Species
2649929,18afceaa-c5a6-474d-8bc8-51e58bd69c7e,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151161,S. M. Goodman,Catalog,Species
2649930,3f2d03a1-cd3d-4e6d-90f0-f9a3807496ae,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151162,S. M. Goodman,Catalog,Species
2649931,4b4e293b-d643-4de4-aa6d-d0a6ecc196f7,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151163,S. M. Goodman,Catalog,Species
2649932,75a510aa-878e-45df-8c57-1037caa3482b,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151164,S. M. Goodman,Catalog,Species
2649933,9a9c165c-6d54-47ee-b961-67717a344d57,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151165,S. M. Goodman,Catalog,Species
2649934,a699d470-4438-44ff-a299-7a1a8e543f5d,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151166,S. M. Goodman,Catalog,Species
2649935,c1c72707-7634-425c-a8c8-261f5ee0d2d9,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151167,S. M. Goodman,Catalog,Species
2649936,efddbc9c-86c0-4704-95c3-d9bbfc70a89f,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151168,S. M. Goodman,Catalog,Species
2649937,d63a89e4-ae00-44f9-86cf-9cd75454b971,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151169,W. T. Stanley,Catalog,Species
2649938,f204d5e3-2976-4baa-8991-2fa07cc32738,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Myonycteris angolensis,Species,,,,1993,7,NA,NA,151170,W. T. Stanley,Catalog,Species
2649939,1db0f94a-ca83-48b6-9812-f6994b9328c7,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Rousettus lanosus,Species,,,,1993,7,NA,NA,151171,S. M. Goodman,Catalog,Species
2649940,5827157d-1c6e-4813-82d8-2731803b63a1,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Rousettus lanosus,Species,,,,1993,7,NA,NA,151172,S. M. Goodman,Catalog,Species
2649941,53a05b4b-2b32-4bca-be15-46e4c5e9f2f9,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Rousettus lanosus,Species,,,,1993,7,NA,NA,151173,S. M. Goodman,Catalog,Species
2649942,2657a095-b9f8-4726-b643-b3ee6985b8b1,2008-12-09,2016-03-17,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Rousettus lanosus,Species,,,,1993,7,NA,NA,151174,S. M. Goodman,Catalog,Species
2649943,e4509db2-5f9a-43fe-8a62-f2039e12d2a9,2008-12-09,2016-12-16,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Rousettus lanosus,Species,,,,1993,7,NA,NA,151175,S. M. Goodman,Catalog,Species
2649944,1dfc76cf-2a22-4252-ac05-bf721b04a58f,2008-12-09,2016-12-16,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Rousettus lanosus,Species,,,,1993,7,NA,NA,151176,S. M. Goodman,Catalog,Species
2649945,82344cd3-f893-4b78-9747-724d8fd7fe36,2008-12-09,2016-12-16,,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Rousettus lanosus,Species,,,,1993,7,NA,NA,151177,S. M. Goodman,Catalog,Species
2649946,7947c535-1a16-408c-a015-061a8947eb99,2008-12-09,2016-03-17,http://fm-digital-assets.fieldmuseum.org/723/249/151178_DLowerJaw_RB01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/723/250/151178_Dorsal_RB01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/723/251/151178_FullLateral_RB01_MZ.jpg|http://fm-digital-asse,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Rousettus lanosus,Species,,,,1993,7,NA,NA,151178,W. T. Stanley,Catalog,Species
2649947,54e4f989-a2aa-4581-8c36-74e8ae9c901f,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Epomophorus wahlbergi,Species,Wahlberg's Epauletted Friut Bat,,,1993,8,NA,NA,151179,S. M. Goodman,Catalog,Species
2649948,9be2dbff-9a54-4cd4-9ed8-f3c39d592eea,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Epomophorus wahlbergi,Species,Wahlberg's Epauletted Friut Bat,,,1993,8,NA,NA,151180,W. T. Stanley,Catalog,Species
2649949,b949c6aa-427d-4557-8db4-41c2ee37aa79,2008-12-09,2016-03-17,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Epomophorus wahlbergi,Species,Wahlberg's Epauletted Friut Bat,,,1993,8,NA,NA,151181,W. T. Stanley,Catalog,Species
2649950,d4175c1c-79c7-4bbc-93f5-018689617512,2008-12-09,2016-03-17,http://fm-digital-assets.fieldmuseum.org/721/027/151182_Dorsal_PL01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/721/028/151182_FullLateral_PL01_MZ.jpg|http://fm-digital-assets.fieldmuseum.org/721/029/151182_Ventral_PL01_MZ.jpg|http://fm-digital-assets,,Specimen,-4.33,38,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Epomophorus wahlbergi,Species,Wahlberg's Epauletted Friut Bat,,,1993,7,NA,NA,151182,S. M. Goodman,Catalog,Species
2649951,b01efdeb-eefe-4a7c-a4d4-730f69f392fa,2008-12-09,2016-03-17,,,Specimen,-4.27,38.03,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Epomophorus wahlbergi,Species,Wahlberg's Epauletted Friut Bat,,,1993,8,NA,NA,151183,W. T. Stanley,Catalog,Species
2649952,5f490d44-ff31-478c-b11d-fbebe719328e,2008-12-09,2016-03-17,,,Specimen,-4.27,38.03,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Epomophorus wahlbergi,Species,Wahlberg's Epauletted Friut Bat,,,1993,8,NA,NA,151184,W. T. Stanley,Catalog,Species
2649953,96800af3-5acb-4e3e-b5c8-80314f21549c,2008-12-09,2016-12-16,,,Specimen,-5.1,38.6,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Nycteris grandis,Species,,,,1993,7,NA,NA,151185,S. M. Goodman,Catalog,Species
2649954,c4148c9c-a304-4318-b14d-98d18bb94148,2008-12-09,2016-12-16,,,Specimen,-4.27,38.03,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Nycteris grandis,Species,,,,1993,8,NA,NA,151186,W. T. Stanley,Catalog,Species
2649955,f0418ea9-8337-4213-ad29-a113ac622fcc,2008-12-09,2016-03-17,,,Specimen,-4.28,38.03,Tanzania,Africa,Africa,,Mammals,NA,NA,NA,NA,NA,NA,NA,NA,Chiroptera,Nycteris grandis,Species,,,,1993,8,NA,NA,151187,W. T. Stanley,Catalog,Species
